"","HGNC.ID","Adjusted.Pvalue"
"1","HGNC:11530",1.4133941e-05
"2","HGNC:20193",0.0361053773684211
"3","HGNC:21679",0.0110753029459459
"4","HGNC:29427",0.0263617056551724
"5","HGNC:1460",0.0109207881369863
"6","HGNC:4075",6.97662511764706e-06
"7","HGNC:4087",5.7729888e-06
"8","HGNC:11140",3.32474649e-06
"9","HGNC:7197",6.132283425e-06
"10","HGNC:4678",0.000180228775263158
"11","HGNC:2217",7.07823298181818e-05
"12","HGNC:17282",6.132283425e-06
"13","HGNC:4580",3.7003723862069e-05
"14","HGNC:11429",0.0126471708
"15","HGNC:4593",3.58448422285714e-06
"16","HGNC:16001",0.00552574278688525
"17","HGNC:13406",0.0116974918421053
"18","HGNC:13830",1.69712455555556e-05
"19","HGNC:10802",0.00661041685714286
"20","HGNC:2191",0.0436044015445545
"21","HGNC:4313",0.0393206806666667
"22","HGNC:1362",0.00114759604897959
"23","HGNC:18688",0.0393206806666667
"24","HGNC:27845",0.00316691849454545
"25","HGNC:18865",0.000120434066666667
"26","HGNC:4584",0.00787554536363636
"27","HGNC:1389",0.000867489736363636
"28","HGNC:18194",8.83323966315789e-06
"29","HGNC:6572",7.89048912352941e-05
"30","HGNC:19321",3.32474649e-06
"31","HGNC:28852",0.0116974918421053
"32","HGNC:6233",1.779341001e-06
"33","HGNC:10513",0.001304829348
"34","HGNC:14004",0.0497362407735849
"35","HGNC:29945",0.0193113173647059
"36","HGNC:4574",1.69712455555556e-05
"37","HGNC:3023",0.000655994623902439
"38","HGNC:20665",0.0333467826382979
"39","HGNC:26361",8.98988319428571e-05
"40","HGNC:20202",0.0277262517303371
"41","HGNC:4586",0.000896712746666667
"42","HGNC:10596",0.0126471708
"43","HGNC:13533",1.69712455555556e-05
"44","HGNC:20297",1.41384159e-06
"45","HGNC:20152",0.0497362407735849
"46","HGNC:4083",0.0126471708
"47","HGNC:4585",0.00260204196666667
"48","HGNC:6938",0.00158161932941176
"49","HGNC:14203",5.31984733548387e-05
"50","HGNC:4235",0.00372467188421053
"51","HGNC:26530",0.000800506435813953
"52","HGNC:779",1.69712455555556e-05
"53","HGNC:14253",0.000757213504285714
"54","HGNC:11067",0.03820752375
"55","HGNC:6783",1.69712455555556e-05
"56","HGNC:801",0.00743510529230769
"57","HGNC:9402",0.0291477004666667
"58","HGNC:8820",0.00091150035
"59","HGNC:12723",7.3404298e-06
"60","HGNC:13818",2.00905495714286e-05
"61","HGNC:3178",0.00162426138461538
"62","HGNC:1958",6.132283425e-06
"63","HGNC:3974",0.00470402101
"64","HGNC:12410",0.0263617056551724
"65","HGNC:31399",0.000625607571
"66","HGNC:6220",0.000452372309230769
"67","HGNC:33276",0.0313555096956522
"68","HGNC:1962",5.7729888e-06
"69","HGNC:6256",0.0126471708
"70","HGNC:9958",0.0103338138857143
"71","HGNC:2172",5.5670208e-06
"72","HGNC:14074",4.42799324e-05
"73","HGNC:7623",5.7729888e-06
"74","HGNC:8515",0.0497362407735849
"75","HGNC:282",0.0129387953333333
"76","HGNC:12858",0.0475606107961165
"77","HGNC:1404",0.00575472337741935
"78","HGNC:10585",5.8930755e-05
"79","HGNC:12872",1.58353782272727e-05
"80","HGNC:4081",1.4133941e-05
"81","HGNC:12335",0.00820668408695652
"82","HGNC:6024",0.000137371311891892
"83","HGNC:3776",0.0296689305494506
"84","HGNC:816",3.32474649e-06
"85","HGNC:16499",0.0130492748780488
"86","HGNC:12633",0.00470065854915254
"87","HGNC:2699",0.00091150035
"88","HGNC:11115",0.00091150035
"89","HGNC:20145",0.0409394502
"90","HGNC:29007",6.132283425e-06
"91","HGNC:1406",2.70293768e-06
"92","HGNC:6009",0.00431690030689655
"93","HGNC:17082",0.0330247224516129
"94","HGNC:30668",6.132283425e-06
"95","HGNC:7678",0.0108344174166667
"96","HGNC:13156",0.0138708901445783
"97","HGNC:29634",0.0172228042142857
"98","HGNC:4092",0.0393206806666667
"99","HGNC:4576",0.00174582168679245
"100","HGNC:14674",0.00344568175714286
"101","HGNC:26257",0.00820668408695652
"102","HGNC:10940",0.0276493232045455
"103","HGNC:11948",0.00732611625
"104","HGNC:24229",0.0446706441764706
"105","HGNC:21732",0.010695105971831
"106","HGNC:6211",0.00820668408695652
